city,street,housenumber,apartmentnumber
Herzliya,Eshkol,13,0
Ramat Gan,Jabotinsky,20,4
Kfar Saba,Sokolov,1,1
Petah Tikva,Bialik,12,2
Ashkelon,Herzl,8,6
Modiin,Ben Gurion,2,4
Rehovot,Eshkol,7,10
Ramat Gan,Eshkol,2,8
Petah Tikva,Herzl,7,1
Nazareth,Arlozorov,16,6
Modiin,Dizengoff,4,4
Modiin,Bialik,15,4
Bnei Brak,Bialik,7,3
Modiin,Ben Gurion,20,0
Herzliya,Bialik,1,8
Ramat Gan,Ben Gurion,13,8
Netanya,Eshkol,12,3
Nazareth,Allenby,4,7
Ashdod,Begin,20,7
Tel Aviv,Herzl,18,6
Netanya,HaYarkon,20,9
Bnei Brak,Eshkol,17,9
Rehovot,Ben Gurion,1,1
Rishon LeZion,Herzl,5,8
Jerusalem,Dizengoff,17,2
Beer Sheva,Dizengoff,7,8
Tel Aviv,Herzl,19,9
Jerusalem,Dizengoff,9,6
Tel Aviv,HaYarkon,10,10
Jerusalem,Sokolov,14,8
Ashkelon,Herzl,4,0
Rehovot,Eshkol,16,8
Rishon LeZion,Sokolov,11,1
Tel Aviv,King George,10,6
Petah Tikva,Begin,12,2
Ramat Gan,Eshkol,9,7
Netanya,Eshkol,9,8
Beer Sheva,HaYarkon,3,8
Jerusalem,Arlozorov,4,0
Herzliya,Begin,7,7
Rishon LeZion,Sokolov,17,6
Netanya,Jabotinsky,7,2
Nazareth,Dizengoff,9,4
Ramat Gan,Dizengoff,12,10
Herzliya,King George,7,1
Kfar Saba,Bialik,15,8
Tel Aviv,Dizengoff,16,9
Haifa,Jabotinsky,1,7
Rishon LeZion,Dizengoff,3,8
Netanya,Bialik,6,4
Ashdod,Rabin,19,0
Haifa,Bialik,9,2
Netanya,Begin,7,0
Petah Tikva,Arlozorov,4,2
Bnei Brak,Rabin,2,6
Ramat Gan,HaYarkon,2,2
Tel Aviv,Eshkol,19,6
Herzliya,Dizengoff,7,1
Petah Tikva,Begin,20,1
Jerusalem,Rabin,2,5
Beer Sheva,HaYarkon,19,6
Bnei Brak,Arlozorov,3,6
Jerusalem,Herzl,4,10
Netanya,Ben Gurion,14,9
Netanya,King George,20,7
Rishon LeZion,King George,1,6
Rehovot,Eshkol,2,1
Ashdod,Sokolov,18,7
Ashkelon,Rabin,19,1
Beer Sheva,Begin,15,0
Nazareth,Ben Gurion,12,4
Ashkelon,Begin,10,4
Ramat Gan,Dizengoff,1,4
Modiin,Eshkol,5,7
Jerusalem,Begin,15,5
Jerusalem,Allenby,10,7
Netanya,Bialik,3,2
Jerusalem,King George,17,2
Rehovot,Bialik,18,10
Ashdod,Allenby,18,0
Herzliya,King George,20,10
Ramat Gan,Begin,1,8
Kfar Saba,Rothschild,5,2
Rishon LeZion,Sokolov,5,0
Netanya,Jabotinsky,7,1
Bnei Brak,Sokolov,19,10
Kfar Saba,Arlozorov,8,9
Ashdod,Herzl,3,1
Petah Tikva,Allenby,8,0
Ramat Gan,Rothschild,9,5
Jerusalem,Begin,3,4
Rehovot,Sokolov,14,8
Bnei Brak,Eshkol,1,0
Beer Sheva,King George,9,10
Tel Aviv,Arlozorov,4,0
Haifa,Allenby,12,4
Ashdod,Dizengoff,16,2
Modiin,Bialik,17,2
Rishon LeZion,Ben Gurion,9,2
Rishon LeZion,Allenby,10,9
Modiin,Herzl,1,6
Tel Aviv,Eshkol,1,2
Tel Aviv,HaYarkon,16,3
Herzliya,Bialik,12,10
Bnei Brak,Rothschild,9,8
Tel Aviv,King George,19,10
Tel Aviv,Bialik,4,10
Rehovot,Ben Gurion,7,7
Haifa,Arlozorov,17,10
Bnei Brak,Rabin,8,10
Haifa,Ben Gurion,20,4
Herzliya,King George,14,3
Modiin,Rabin,5,9
Rehovot,Arlozorov,13,1
Ashdod,Rabin,15,4
Herzliya,Herzl,5,6
Jerusalem,Dizengoff,13,0
Ramat Gan,Bialik,13,1
Kfar Saba,Rabin,5,8
Kfar Saba,Allenby,16,3
Kfar Saba,Bialik,3,2
Tel Aviv,Herzl,8,9
Bnei Brak,Sokolov,16,8
Tel Aviv,Herzl,1,1
Beer Sheva,Rabin,20,10
Beer Sheva,Arlozorov,9,5
Beer Sheva,Sokolov,4,8
Rishon LeZion,Eshkol,7,2
Haifa,Jabotinsky,10,8
Ashdod,Jabotinsky,20,1
Bnei Brak,Sokolov,16,0
Netanya,HaYarkon,5,2
Rishon LeZion,Allenby,7,3
Nazareth,Jabotinsky,11,4
Ashdod,Allenby,7,7
Rishon LeZion,Rabin,3,0
Netanya,Dizengoff,19,4
Jerusalem,HaYarkon,16,4
Kfar Saba,Sokolov,5,5
Bnei Brak,HaYarkon,9,6
Ashdod,King George,7,5
Ashdod,Eshkol,12,6
Modiin,Rabin,2,6
Kfar Saba,Ben Gurion,8,8
Ashkelon,King George,9,3
Jerusalem,Eshkol,12,7
Haifa,Herzl,10,4
Ashkelon,Eshkol,10,7
Modiin,Eshkol,15,9
Kfar Saba,Herzl,17,1
Ashdod,Sokolov,18,0
Ramat Gan,Rothschild,18,8
Beer Sheva,Sokolov,17,3
Petah Tikva,Bialik,13,6
Netanya,Ben Gurion,7,9
Ashdod,Bialik,6,1
Rehovot,HaYarkon,7,6
Haifa,Rothschild,15,0
Rishon LeZion,Rabin,11,3
Petah Tikva,Dizengoff,16,8
Herzliya,Rothschild,9,1
Beer Sheva,Dizengoff,12,2
Petah Tikva,Eshkol,13,10
Haifa,Rothschild,7,0
Jerusalem,Jabotinsky,18,3
Petah Tikva,Dizengoff,9,2
Haifa,Sokolov,14,9
Beer Sheva,Begin,2,0
Herzliya,Dizengoff,19,4
Rehovot,Begin,19,8
Bnei Brak,Eshkol,17,2
Haifa,HaYarkon,18,4
Jerusalem,Allenby,19,10
Kfar Saba,Bialik,17,0
Kfar Saba,King George,15,2
Haifa,Jabotinsky,15,9
Ashdod,Rabin,3,7
Rehovot,Ben Gurion,1,7
Beer Sheva,Rabin,9,8
Beer Sheva,Sokolov,8,1
Nazareth,HaYarkon,8,3
Netanya,Arlozorov,19,6
Netanya,Eshkol,2,4
Haifa,Rabin,5,4
Haifa,Herzl,18,2
Kfar Saba,Arlozorov,14,7
Bnei Brak,Bialik,19,6
Jerusalem,HaYarkon,9,8
Bnei Brak,Dizengoff,5,4
Bnei Brak,Rothschild,7,10
Netanya,Arlozorov,13,1
Beer Sheva,Herzl,12,6
Herzliya,Arlozorov,15,2
Beer Sheva,Herzl,11,3
Ashdod,Arlozorov,18,6
Petah Tikva,Eshkol,19,7
Herzliya,HaYarkon,2,6
Beer Sheva,Jabotinsky,19,8
Ashkelon,Ben Gurion,18,10
Ashkelon,Allenby,10,4
Jerusalem,Allenby,8,5
Beer Sheva,Sokolov,2,10
Rehovot,Bialik,13,0
Tel Aviv,Rabin,1,10
Ramat Gan,HaYarkon,7,4
Ashdod,Herzl,2,10
Ashkelon,Herzl,11,2
Jerusalem,Rabin,9,3
Beer Sheva,Eshkol,8,8
Haifa,Sokolov,10,9
Bnei Brak,Arlozorov,7,7
Ashkelon,Bialik,6,9
Herzliya,Dizengoff,14,9
Ashdod,Ben Gurion,2,8
Beer Sheva,Sokolov,17,2
Jerusalem,HaYarkon,6,1
Tel Aviv,King George,8,1
Tel Aviv,Herzl,9,10
Ashkelon,Rothschild,7,0
Petah Tikva,Dizengoff,4,2
Tel Aviv,Bialik,8,7
Haifa,King George,16,5
Beer Sheva,Rabin,19,10
Netanya,Begin,5,8
Beer Sheva,Sokolov,13,7
Herzliya,Begin,9,1
Modiin,Ben Gurion,16,0
Rishon LeZion,Arlozorov,8,5
Tel Aviv,Rothschild,5,7
Jerusalem,Jabotinsky,4,8
Petah Tikva,Bialik,6,3
Haifa,Bialik,20,7
Ashkelon,HaYarkon,5,8
Herzliya,Jabotinsky,20,6
Netanya,Rabin,20,0
Ashkelon,Begin,18,5
Rishon LeZion,Eshkol,4,5
Ashkelon,Bialik,7,4
Nazareth,Rothschild,1,6
Jerusalem,HaYarkon,11,6
Jerusalem,Dizengoff,4,5
Jerusalem,Ben Gurion,13,9
Petah Tikva,Ben Gurion,5,3
Beer Sheva,Rothschild,5,8
Jerusalem,Arlozorov,14,2
Nazareth,Rabin,15,8
Ashdod,Dizengoff,5,3
Tel Aviv,Ben Gurion,1,5
Petah Tikva,Sokolov,1,4
Beer Sheva,Rothschild,15,4
Ashkelon,HaYarkon,15,5
Tel Aviv,HaYarkon,11,6
Ashdod,King George,17,4
Ashdod,Rabin,8,8
Nazareth,Eshkol,5,8
Herzliya,Bialik,6,6
Netanya,King George,20,9
Ashkelon,Arlozorov,10,1
Ashkelon,Arlozorov,9,2
Beer Sheva,HaYarkon,6,4
Nazareth,King George,20,10
Ramat Gan,Rothschild,1,10
Netanya,Rothschild,16,0
Ramat Gan,Rothschild,11,2
Netanya,Rabin,16,7
Modiin,King George,20,1
Kfar Saba,Sokolov,3,1
Ashdod,Dizengoff,16,4
Ashkelon,Herzl,10,0
Jerusalem,Eshkol,18,10
Tel Aviv,Bialik,19,0
Nazareth,Eshkol,7,8
Beer Sheva,Rabin,17,8
Herzliya,Herzl,1,5
Nazareth,Begin,12,6
Nazareth,Jabotinsky,18,0
Bnei Brak,Jabotinsky,5,7
Bnei Brak,Herzl,1,4
Rehovot,Jabotinsky,3,2
Ashdod,Rothschild,1,4
Beer Sheva,Dizengoff,11,9
Tel Aviv,Allenby,1,0
Nazareth,Arlozorov,20,0
Beer Sheva,Dizengoff,15,0
Herzliya,HaYarkon,10,5
Nazareth,Arlozorov,14,9
Herzliya,HaYarkon,5,10
Petah Tikva,Arlozorov,7,8
Kfar Saba,Dizengoff,12,3
Rehovot,Ben Gurion,4,8
Modiin,Bialik,12,8
Ashkelon,Dizengoff,14,7
Ramat Gan,Herzl,17,3
Bnei Brak,HaYarkon,12,2
Modiin,Dizengoff,6,5
Herzliya,Ben Gurion,5,8
Haifa,Jabotinsky,4,0
Modiin,Rabin,12,3
Herzliya,Jabotinsky,13,0
Jerusalem,Ben Gurion,5,0
Jerusalem,King George,11,8
Herzliya,Arlozorov,2,0
Tel Aviv,Allenby,1,9
Herzliya,Bialik,14,9
Ashdod,Arlozorov,7,0
Herzliya,Arlozorov,5,4
Modiin,Begin,4,8
Rehovot,Herzl,17,1
Ramat Gan,Begin,5,6
Ashdod,Dizengoff,2,1
Bnei Brak,Arlozorov,3,1
Haifa,Dizengoff,20,5
Bnei Brak,Bialik,12,2
Rishon LeZion,HaYarkon,19,9
Rishon LeZion,Herzl,6,4
Petah Tikva,King George,20,6
Beer Sheva,Rabin,15,7
Nazareth,Ben Gurion,16,5
Rehovot,Rabin,4,9
Ashdod,Bialik,9,2
Ashkelon,Ben Gurion,11,7
Kfar Saba,Eshkol,5,7
Petah Tikva,Dizengoff,11,0
Nazareth,Bialik,20,0
Ashkelon,Arlozorov,18,9
Petah Tikva,Herzl,15,2
Jerusalem,Begin,15,1
Rishon LeZion,Herzl,18,10
Kfar Saba,Bialik,14,4
Ashkelon,HaYarkon,7,3
Kfar Saba,Jabotinsky,1,0
Netanya,Ben Gurion,2,6
Ramat Gan,Allenby,1,3
Ashkelon,Sokolov,3,10
Ramat Gan,Jabotinsky,13,9
Modiin,Bialik,9,0
Herzliya,Ben Gurion,13,9
Jerusalem,Jabotinsky,13,1
Rishon LeZion,HaYarkon,9,0
Netanya,Begin,1,3
Ramat Gan,Dizengoff,13,9
Bnei Brak,Rothschild,19,7
Tel Aviv,Rabin,16,6
Netanya,Eshkol,1,9
Tel Aviv,Eshkol,17,7
Ashdod,HaYarkon,6,8
Tel Aviv,Dizengoff,11,0
Nazareth,Dizengoff,14,6
Haifa,HaYarkon,5,7
Nazareth,Begin,13,5
Netanya,Ben Gurion,16,7
Ashdod,Jabotinsky,12,10
Ashdod,Dizengoff,15,10
Petah Tikva,HaYarkon,5,2
Ashdod,Rothschild,13,5
Ashkelon,Sokolov,17,0
Herzliya,Rabin,18,0
Jerusalem,Rothschild,11,4
Haifa,Ben Gurion,18,3
Netanya,Ben Gurion,18,9
Jerusalem,Dizengoff,1,3
Tel Aviv,Ben Gurion,10,8
Haifa,Bialik,2,3
Petah Tikva,Dizengoff,16,4
Modiin,Ben Gurion,12,0
Ashkelon,Rothschild,6,10
Rishon LeZion,Eshkol,10,0
Kfar Saba,Ben Gurion,17,1
Ashkelon,Rabin,18,9
Beer Sheva,Sokolov,15,2
Jerusalem,HaYarkon,20,4
Kfar Saba,HaYarkon,9,10
Herzliya,Arlozorov,5,0
Tel Aviv,Arlozorov,10,3
Ramat Gan,Sokolov,16,8
Rehovot,Rabin,18,6
Rishon LeZion,Jabotinsky,16,0
Haifa,Allenby,18,2
Beer Sheva,Rabin,5,4
Modiin,HaYarkon,20,10
Jerusalem,King George,13,8
Jerusalem,Herzl,14,1
Modiin,Sokolov,13,0
Modiin,Begin,6,8
Tel Aviv,Sokolov,5,10
Rehovot,Herzl,9,6
Beer Sheva,King George,12,8
Beer Sheva,King George,3,7
Ramat Gan,Begin,12,10
Netanya,Rothschild,7,5
Haifa,Ben Gurion,17,4
Ashkelon,HaYarkon,8,9
Modiin,Begin,19,6
Tel Aviv,Jabotinsky,14,0
Rehovot,Eshkol,14,6
Nazareth,Arlozorov,5,7
Haifa,Rabin,1,6
Kfar Saba,Rothschild,3,5
Ashdod,Rabin,7,4
Jerusalem,Jabotinsky,1,0
Ashdod,Arlozorov,10,10
Ramat Gan,Dizengoff,2,2
Netanya,Eshkol,8,0
Ramat Gan,Arlozorov,8,10
Kfar Saba,Jabotinsky,1,6
Petah Tikva,Rabin,17,8
Haifa,Herzl,14,10
Rishon LeZion,Rothschild,8,0
Tel Aviv,Arlozorov,1,5
Ashdod,Rabin,19,5
Ashkelon,Rothschild,10,0
Ashkelon,Rothschild,12,8
Kfar Saba,Herzl,1,6
Nazareth,Begin,16,5
Kfar Saba,Rabin,20,3
Rehovot,Herzl,6,5
Beer Sheva,Eshkol,2,4
Ashdod,Dizengoff,1,0
Bnei Brak,Eshkol,13,7
Nazareth,Begin,12,1
Netanya,Ben Gurion,8,8
Herzliya,Eshkol,7,0
Modiin,Herzl,10,7
Herzliya,Begin,2,6
Ashdod,Begin,13,1
Ashkelon,Sokolov,8,10
Ashdod,Bialik,7,6
Netanya,Arlozorov,13,6
Bnei Brak,Sokolov,4,1
Ramat Gan,Dizengoff,14,3
Herzliya,HaYarkon,10,0
Netanya,Allenby,5,1
Herzliya,Begin,14,10
Rehovot,Begin,1,10
Jerusalem,Allenby,9,6
Rehovot,Rabin,6,2
Netanya,Rabin,4,0
Rishon LeZion,King George,11,5
Tel Aviv,HaYarkon,1,2
Netanya,Bialik,6,0
Tel Aviv,Arlozorov,10,6
Petah Tikva,Herzl,2,9
Bnei Brak,Arlozorov,10,4
Haifa,Bialik,17,4
Bnei Brak,Sokolov,1,6
Modiin,Rabin,14,10
Netanya,Arlozorov,5,6
Tel Aviv,Allenby,17,10
Nazareth,Ben Gurion,11,4
Nazareth,King George,5,5
Kfar Saba,Sokolov,4,3
Herzliya,Allenby,16,5
Nazareth,Dizengoff,19,4
Tel Aviv,Rabin,11,4
Bnei Brak,Sokolov,17,9
Beer Sheva,Jabotinsky,7,1
Jerusalem,Ben Gurion,12,10
Modiin,Dizengoff,3,8
Petah Tikva,Allenby,10,3
Nazareth,Allenby,13,1
Kfar Saba,Rabin,10,3
Ashdod,Eshkol,14,9
Bnei Brak,Herzl,20,0
Petah Tikva,HaYarkon,15,10
Kfar Saba,Rabin,19,6
Beer Sheva,HaYarkon,1,10
Petah Tikva,Jabotinsky,14,6
Kfar Saba,Eshkol,3,3
Ashkelon,Bialik,19,2
Tel Aviv,Bialik,18,0
Kfar Saba,Rothschild,4,10
Rishon LeZion,Allenby,14,7
Bnei Brak,Ben Gurion,5,0
Modiin,King George,16,5
Kfar Saba,King George,6,9
Kfar Saba,Dizengoff,20,10
Rehovot,Allenby,19,1
Tel Aviv,Bialik,14,7
Herzliya,Rabin,14,1
Bnei Brak,HaYarkon,4,5
Ramat Gan,Arlozorov,18,6
Ashkelon,Sokolov,11,1
Herzliya,Ben Gurion,20,8
Rishon LeZion,Jabotinsky,7,0
Jerusalem,Jabotinsky,3,1
Nazareth,Herzl,3,5
Modiin,Arlozorov,12,2
Bnei Brak,Arlozorov,10,8
Netanya,Begin,17,5
Beer Sheva,Herzl,6,5
Netanya,Rothschild,14,7
Ashkelon,Allenby,3,7
Rishon LeZion,Allenby,13,8
Rishon LeZion,Rabin,7,3
Tel Aviv,Sokolov,15,7
Ashdod,Rothschild,3,7
Beer Sheva,King George,10,5
Nazareth,Bialik,6,8
Rishon LeZion,Eshkol,17,6
Jerusalem,Bialik,7,6
Bnei Brak,Jabotinsky,9,10
Bnei Brak,HaYarkon,18,10
Jerusalem,Eshkol,4,4
Haifa,Begin,16,7
Nazareth,Bialik,18,8
Jerusalem,Sokolov,1,7
Ramat Gan,King George,2,3
Petah Tikva,Sokolov,3,2
Modiin,Allenby,19,1
Modiin,Eshkol,19,2
Rehovot,Dizengoff,16,8
Bnei Brak,Arlozorov,18,4
Bnei Brak,Bialik,16,6
Bnei Brak,Eshkol,16,6
Petah Tikva,Herzl,9,8
Herzliya,Sokolov,19,0
Rehovot,Rabin,14,10
Rehovot,Rothschild,2,0
Rehovot,Allenby,12,0
Netanya,Bialik,13,3
Haifa,Ben Gurion,11,2
Herzliya,Rothschild,4,8
Jerusalem,Ben Gurion,7,7
Petah Tikva,Rothschild,18,4
Rehovot,Bialik,16,8
Netanya,Dizengoff,9,8
Tel Aviv,Allenby,20,5
Ashdod,Sokolov,7,7
Ashdod,Rabin,7,9
Modiin,Sokolov,7,1
Modiin,Herzl,3,4
Ashkelon,Begin,11,4
Nazareth,Begin,12,10
Petah Tikva,Allenby,5,0
Herzliya,Eshkol,14,4
Beer Sheva,Rothschild,6,7
Petah Tikva,Herzl,14,10
Herzliya,Bialik,3,2
Nazareth,Eshkol,19,1
Rehovot,Rabin,11,4
Netanya,Arlozorov,4,10
Modiin,Rothschild,9,2
Herzliya,Sokolov,11,1
Jerusalem,King George,4,9
Ramat Gan,Ben Gurion,9,5
Nazareth,Bialik,17,7
Netanya,HaYarkon,16,0
Netanya,Herzl,8,0
Nazareth,Sokolov,10,2
Bnei Brak,Ben Gurion,12,6
Jerusalem,Rabin,20,0
Ashkelon,Rothschild,3,10
Haifa,Sokolov,6,5
Beer Sheva,Arlozorov,2,3
Petah Tikva,Herzl,10,6
Nazareth,Rabin,10,2
Ramat Gan,Ben Gurion,4,8
Rishon LeZion,Dizengoff,5,4
Ashdod,Herzl,5,1
Kfar Saba,Herzl,1,0
Nazareth,HaYarkon,20,6
Ashkelon,Begin,7,2
Ramat Gan,Ben Gurion,10,2
Tel Aviv,Begin,12,9
Tel Aviv,Eshkol,5,10
Nazareth,Bialik,20,7
Herzliya,Rabin,9,2
Petah Tikva,Begin,11,10
Modiin,Rothschild,11,2
Modiin,Rabin,7,5
Herzliya,Begin,9,10
Ashkelon,Jabotinsky,17,4
Ashkelon,HaYarkon,19,1
Ramat Gan,Ben Gurion,12,4
Beer Sheva,Allenby,2,10
Tel Aviv,Sokolov,14,5
Beer Sheva,Arlozorov,12,0
Ashkelon,Jabotinsky,16,10
Ashkelon,Dizengoff,13,4
Rehovot,Sokolov,16,7
Kfar Saba,HaYarkon,9,7
Bnei Brak,King George,2,1
Kfar Saba,Dizengoff,9,2
Herzliya,Dizengoff,12,7
Petah Tikva,Arlozorov,2,3
Rehovot,Sokolov,14,7
Jerusalem,Rothschild,17,9
Tel Aviv,Herzl,13,10
Nazareth,King George,19,0
Rehovot,Sokolov,19,5
Tel Aviv,HaYarkon,17,4
Rishon LeZion,Allenby,14,9
Herzliya,Rabin,5,10
Tel Aviv,Allenby,12,7
Nazareth,Ben Gurion,2,4
Petah Tikva,Herzl,19,10
Haifa,Rabin,4,8
Ashdod,Rabin,7,7
Netanya,Sokolov,7,3
Kfar Saba,Eshkol,12,2
Beer Sheva,Dizengoff,9,7
Petah Tikva,Dizengoff,3,3
Netanya,Herzl,2,0
Petah Tikva,Herzl,16,7
Modiin,Rothschild,11,4
Beer Sheva,King George,8,9
Rishon LeZion,Eshkol,7,6
Herzliya,Herzl,6,1
Ashdod,Jabotinsky,9,0
Ramat Gan,King George,5,8
Ashkelon,Begin,2,7
Ramat Gan,Arlozorov,3,4
Bnei Brak,HaYarkon,5,9
Nazareth,Jabotinsky,19,0
Kfar Saba,Rabin,12,9
Ashkelon,Herzl,9,4
Rehovot,Allenby,9,3
Jerusalem,Herzl,7,4
Beer Sheva,Allenby,7,0
Modiin,Ben Gurion,20,8
Kfar Saba,King George,17,8
Herzliya,Begin,10,3
Ashkelon,Herzl,1,10
Ramat Gan,Bialik,19,5
Beer Sheva,Rothschild,2,0
Nazareth,Herzl,1,3
Rishon LeZion,Sokolov,15,4
Rishon LeZion,Begin,10,0
Jerusalem,Ben Gurion,5,2
Ramat Gan,Rabin,1,10
Herzliya,Jabotinsky,4,2
Beer Sheva,Dizengoff,4,5
Jerusalem,Allenby,10,4
Netanya,Herzl,6,8
Ashkelon,Herzl,20,6
Nazareth,Sokolov,17,8
Jerusalem,HaYarkon,10,2
Beer Sheva,Sokolov,3,3
Ashkelon,Bialik,2,3
Bnei Brak,HaYarkon,14,5
Petah Tikva,Begin,11,6
Haifa,Rothschild,8,0
Ashkelon,Rabin,8,3
Jerusalem,King George,3,5
Beer Sheva,Arlozorov,2,2
Petah Tikva,Allenby,20,2
Haifa,Herzl,7,9
Modiin,Begin,6,10
Haifa,King George,20,10
Kfar Saba,Herzl,17,10
Bnei Brak,Eshkol,10,2
Nazareth,Herzl,20,9
Modiin,Ben Gurion,2,0
Bnei Brak,Allenby,6,4
Petah Tikva,HaYarkon,9,2
Petah Tikva,HaYarkon,17,9
Ramat Gan,Ben Gurion,5,3
Rehovot,King George,11,1
Petah Tikva,Eshkol,20,2
Jerusalem,King George,1,8
Petah Tikva,Allenby,15,2
Rehovot,Ben Gurion,15,6
Rishon LeZion,HaYarkon,6,0
Ramat Gan,Rabin,4,6
Rishon LeZion,King George,16,4
Bnei Brak,Herzl,6,5
Jerusalem,Ben Gurion,19,8
Haifa,Begin,11,8
Tel Aviv,Jabotinsky,15,4
Beer Sheva,Sokolov,4,1
Ashkelon,HaYarkon,6,5
Herzliya,Allenby,5,9
Herzliya,Eshkol,13,4
Haifa,Ben Gurion,6,10
Netanya,Allenby,5,6
Kfar Saba,Bialik,16,3
Netanya,Rothschild,20,5
Ashkelon,Begin,4,6
Tel Aviv,Jabotinsky,11,1
Rishon LeZion,Rothschild,5,6
Ashdod,King George,16,9
Kfar Saba,Begin,11,0
Haifa,Begin,8,3
Rehovot,Arlozorov,20,0
Modiin,Herzl,7,10
Tel Aviv,Allenby,7,0
Bnei Brak,Dizengoff,13,3
Rishon LeZion,Begin,16,9
Beer Sheva,Rabin,16,4
Modiin,Herzl,4,4
Modiin,Ben Gurion,8,6
Rehovot,Ben Gurion,8,8
Haifa,Begin,4,8
Haifa,Rothschild,11,10
Petah Tikva,Ben Gurion,1,7
Petah Tikva,Allenby,18,7
Nazareth,Rabin,1,3
Tel Aviv,Rothschild,10,7
Tel Aviv,HaYarkon,4,7
Jerusalem,Begin,20,3
Rishon LeZion,Rabin,8,2
Haifa,Herzl,5,0
Ashkelon,Herzl,16,6
Jerusalem,Begin,5,6
Kfar Saba,Allenby,11,6
Netanya,Allenby,9,1
Jerusalem,Dizengoff,11,1
Ramat Gan,HaYarkon,20,2
Bnei Brak,Eshkol,18,2
Nazareth,Rabin,1,2
Tel Aviv,Arlozorov,14,1
Netanya,Begin,18,3
Beer Sheva,Jabotinsky,20,0
Ashkelon,Dizengoff,11,6
Ashkelon,HaYarkon,2,0
Tel Aviv,Allenby,16,4
Jerusalem,King George,17,9
Haifa,Bialik,15,6
Petah Tikva,HaYarkon,20,0
Rishon LeZion,Ben Gurion,3,10
Rehovot,HaYarkon,17,1
Rehovot,Ben Gurion,7,2
Nazareth,Rabin,19,6
Petah Tikva,Dizengoff,17,8
Rishon LeZion,Sokolov,10,1
Beer Sheva,Begin,8,0
Ashkelon,Ben Gurion,1,7
Rehovot,Begin,7,5
Rehovot,HaYarkon,19,3
Rehovot,Ben Gurion,14,3
Kfar Saba,King George,1,6
Rehovot,Rabin,18,4
Bnei Brak,Arlozorov,19,1
Modiin,Jabotinsky,2,1
Bnei Brak,Begin,13,9
Ramat Gan,King George,5,0
Herzliya,Begin,4,9
Ashkelon,Sokolov,11,8
Bnei Brak,HaYarkon,6,10
Haifa,Herzl,11,2
Haifa,Dizengoff,14,3
Bnei Brak,Rothschild,4,1
Herzliya,Dizengoff,13,3
Nazareth,Sokolov,8,1
Ashkelon,HaYarkon,6,0
Nazareth,Ben Gurion,6,1
Haifa,Rothschild,6,6
Bnei Brak,Allenby,6,2
Ashdod,Begin,19,6
Tel Aviv,Rabin,15,8
Tel Aviv,Rothschild,19,1
Nazareth,Arlozorov,8,9
Jerusalem,Arlozorov,8,5
Rishon LeZion,Herzl,8,8
Beer Sheva,Sokolov,11,6
Netanya,Herzl,13,4
Haifa,Ben Gurion,4,0
Ashdod,Eshkol,3,0
Nazareth,Bialik,12,1
Bnei Brak,Bialik,3,0
Bnei Brak,Jabotinsky,20,3
Herzliya,Rothschild,6,2
Haifa,Arlozorov,17,1
Haifa,Eshkol,10,10
Petah Tikva,Bialik,7,7
Beer Sheva,Sokolov,2,8
Rehovot,Bialik,18,5
Haifa,Jabotinsky,2,6
Beer Sheva,Bialik,3,9
Ashdod,King George,3,4
Bnei Brak,Jabotinsky,1,9
Herzliya,Rabin,1,10
Rishon LeZion,Rothschild,17,4
Jerusalem,Rothschild,16,4
Bnei Brak,King George,3,1
Rehovot,Ben Gurion,15,10
Beer Sheva,Allenby,15,2
Jerusalem,Begin,14,8
Modiin,Dizengoff,18,3
Nazareth,Arlozorov,9,3
Haifa,Arlozorov,3,4
Bnei Brak,Sokolov,1,2
Rehovot,Rabin,4,7
Bnei Brak,Rabin,5,1
Rehovot,King George,13,10
Kfar Saba,HaYarkon,6,7
Nazareth,Allenby,15,0
Haifa,Rothschild,13,7
Bnei Brak,Eshkol,12,1
Rishon LeZion,Eshkol,14,0
Ashdod,Jabotinsky,15,2
Tel Aviv,King George,14,7
Petah Tikva,Rothschild,2,0
Ashkelon,Begin,10,7
Ashdod,Allenby,16,1
Bnei Brak,Eshkol,14,6
Beer Sheva,Dizengoff,13,4
Beer Sheva,HaYarkon,5,0
Beer Sheva,Jabotinsky,15,2
Petah Tikva,Ben Gurion,17,5
Rehovot,Herzl,11,8
Kfar Saba,Jabotinsky,17,5
Ashkelon,Jabotinsky,20,8
Rishon LeZion,Herzl,17,9
Bnei Brak,Ben Gurion,16,2
Ashkelon,Rabin,12,10
Tel Aviv,Jabotinsky,11,4
Petah Tikva,Bialik,8,7
Ramat Gan,Jabotinsky,16,1
Kfar Saba,King George,3,4
Nazareth,Bialik,5,4
Ashdod,Rothschild,10,0
Petah Tikva,Eshkol,13,1
Tel Aviv,Begin,9,6
Beer Sheva,Bialik,5,0
Rishon LeZion,Jabotinsky,15,3
Haifa,Rothschild,13,9
Haifa,Dizengoff,10,5
Haifa,Ben Gurion,17,3
Modiin,Rothschild,20,0
Ashdod,Jabotinsky,7,2
Petah Tikva,Dizengoff,20,7
Rehovot,Allenby,20,10
Jerusalem,Begin,18,7
Rehovot,Begin,15,6
Herzliya,Sokolov,9,9
Bnei Brak,Dizengoff,14,10
Tel Aviv,Jabotinsky,17,10
Ashdod,Rothschild,4,5
Ramat Gan,HaYarkon,18,7
Petah Tikva,HaYarkon,4,2
Kfar Saba,Sokolov,10,0
Rishon LeZion,Dizengoff,15,6
Ashdod,HaYarkon,1,10
